user_id	pct_rage_click	page_activity_duration	pct_wild_mouse	product_ean	pct_click_product_info	pct_input	pct_scrandom	total_load_time	pct_click	screen_width	pct_scroll_move_duration	ack	pct_mouse_click	pct_doubleclick	mouse_move_total_rel_distance	session_start	screen_height	pct_mouse_move	browser_name	pct_scroll_move	session_id	scroll_move_total_rel_distance	session_duration	wild_mouse_duration
513	56.84515	9.17093	38.06964	1780948142824	58.67031	0.70279	65.86224	1.14598	10.07925	1024	6.82894	1.00000	10.10166		10.33155	2022-08-08 07:30:18	lower	9.10847	edge	58.75314	789670	8.43138	58.04833	5.99622
327	37.01511	7.27488	16.98916	1207992983765	63.72667	0.39229	56.93487	6.98269	10.03621	1920	10.86292	0.00000	9.86491	6.33023	10.30712	2021-03-10 16:58:50	lower	7.79588	opera	62.39876	787197	9.07214	175.24758	6.53174
18	32.28814	11.23184	44.11820	8981656287644	47.16949	0.52555	56.81297	4.78597	9.68756	1024	5.86701	1.00000	11.89999	8.65235	10.58739	2023-05-14 05:41:55	800	8.14420	safari	58.34124	803951	6.66436	171.13352	6.15483
2490	63.72410	4.09357	75.96820	7414893731713	33.42628	0.49804	41.16186	6.80163	9.60493	1280	6.09636	0.00000	3.36288	10.73693	12.13012	2019-11-09 07:27:43	768	9.30718	edge	55.48816	328357	7.08786	280.40675	6.60422
2257	46.18342	13.50111	52.61748	3295829575779	68.78286	0.39345	60.35690	2.92807	8.97634	1366	2.69338	1.00000	19.23998	9.29802	4.33927	2021-03-22 14:42:01	1080	10.22854	other	54.87982	1455293	8.36826	78.29933	2.92856
81	64.12135	9.77215	47.95767	2373812678971	38.85884	0.61606	71.93920	0.79594	10.19724	1024	5.65711	1.00000	10.04232	9.63159	11.07808	2021-01-31 15:29:34	1024	8.39432	chrome	46.29291	1441772	9.11916	186.66256	6.64774
2025	25.99068	10.79273	58.70042	8792769512437	45.37565	0.63911	47.24287	2.85787	10.76792	lower	8.10088	1.00000	12.63570	10.05242	9.91147	2022-04-21 10:45:02	600	9.13904	opera	62.99599	522232	9.42312	101.63848	6.55432
778	64.70091	9.64973	57.75048	8096509140202	57.63244	1.04850	63.57084	4.16153	5.78784	higher	6.84516	1.00000	9.26228	8.89545	5.78203	2021-06-22 04:32:58	1080	9.41122	safari	64.34996	1119908	8.26095	247.67656	7.59146
871	37.49061	12.02570	52.77077	5015092253703	40.34065	0.75241	58.36275	0.70004	7.37321	1920	4.65293	1.00000	13.32841	11.42000	7.28746	2022-12-18 15:50:15	800	8.10711	edge	60.41351	926198	10.17017	108.56685	4.13111
1372	25.88551	7.86469	49.32623	6239225292400	48.02300	0.83348	48.38305	5.24706	8.95258	lower	9.75834	1.00000	8.45119	8.40567	10.16574	2022-03-25 14:02:24	600	7.64964	other	61.26745	205799	7.32977	38.62040	7.05094
2322	20.55120	5.51668	32.77800	5731445907214	40.95479	0.62187	59.03279	6.35261	9.88403	800	10.24495	0.00000	9.73625	8.20595	7.57911	2021-11-30 04:57:00	600	7.51679	firefox	48.15643	1283448	9.85196	139.46979	6.03436
1809	70.06768	3.35965	37.13712	9623382076404	42.30491	1.54776	30.27880	2.24753	12.11533	1024	8.90107	0.00000	6.00051	5.45844	11.57246	2023-06-14 04:14:35	768	7.84408	edge	72.67984	545984	7.37783	134.47443	8.19166
828	44.29717	6.55717	45.72059	0713048493399	53.76335	0.99620	54.21261	3.43900	10.36650	lower	7.16529	0.00000	8.15823	10.40571	8.87276	2020-10-28 10:04:21	1080	7.92188	edge	59.55355	230630	9.12017	183.66992	7.50222
433	47.20474	7.50634	49.77212	0600044458029	53.42789	10.75756	52.99683	2.72110	5.21310	1024	9.38983	1.00000	5.83790	7.81601	5.00939	2019-02-27 14:55:20	1024	8.55395	safari	65.65011	1311611	7.79047	106.26058	10.58651
791	55.08071	6.24861	55.78822	2856109453296	59.35659	0.76014	47.57726	2.82288	10.31543	1280	6.50936	0.00000	6.16017	11.71831	11.14316	2019-09-26 23:27:03	768	8.52364	firefox	46.46855	878666	10.51586	106.90820	7.05182
1854	56.10989	8.68026	44.90242	2809869799418	55.28345	0.39466	58.55335	1.44786	9.81864	1024	5.31213	0.00000	10.74386	12.26313	8.10008	2022-09-10 10:48:00	1080	8.30552	chrome	35.54369	409894	9.49092	214.87390	5.58679
1827	48.98864	8.06007	41.66487	7359656527397	43.87154	0.63129	54.84645	3.70469	9.77319	1366	9.00854	1.00000	11.56293	10.80535	6.73579	2023-07-02 19:43:43	1080	9.95857	opera	53.95029	1205635	8.48062	6.63317	6.22170
901	58.84262	6.65781	38.11980	1230959419946	56.73938	0.83574	56.80934	3.37559	9.91251	higher	8.84110	0.00000	8.06526	7.77060	9.82865	2019-11-02 16:59:50	1024	8.41581	edge	36.99776	1047416	8.01860	113.89333	7.59532
1245	50.96747	9.84543	52.28406	1585261846257	49.14583	1.93272	45.47482	2.13996	2.99655	1024	6.61801	1.00000	5.45728	9.74630	6.46393	2018-10-28 13:28:55	800	10.20050	safari	59.56414	233038	7.76403	139.79484	8.64266
1551	50.17711	6.10528	68.57399	2289603006222	52.94029	0.84307	62.92377	3.17298	8.23001	800	11.30339	0.00000	7.54456	6.62190	9.43192	2019-04-18 00:09:29	768	8.13874	chrome	52.94974	716052	9.61820	106.82366	6.81364
773	61.62331	6.97092	62.33262	5840934563470	51.13595	0.59664	51.71109	3.78526	10.50115	1280	5.71443	0.00000	8.55888	10.70958	9.93041	2019-02-25 07:33:14	800	8.34525	mobile	68.79549	560255	8.32616	157.05716	6.20384
619	40.05157		53.13477	3782916972196	56.39917	0.68187	50.77824	5.94644	11.28781	1920	5.12669	1.00000	12.08658	7.70547	11.24094	2019-09-20 16:49:56	768	10.64549	edge	35.57652	943338	8.98644	62.18447	5.99233
2366	73.57041	7.17091	54.73220	9690683477490	76.00636	1.12515	36.26952	4.43582	10.80958	1366	8.49200	0.00000	6.71578	8.25215	13.31878	2019-09-09 06:54:06	800	7.24573	firefox	63.97466	95295	8.51592	46.90842	7.70320
776	68.42799	6.62600	30.35141	4737770344312	34.17056	0.68102	41.51642	8.16995	10.39835	1920	6.67529	0.00000	7.85452	9.26903	10.98423	2022-11-22 23:24:15	1080	7.30128	edge	24.88264	365541	6.75687	268.19841	6.33992
2256	46.19804	11.49945	63.14089	0747374719373	53.99712	0.81597	40.84735	4.98775	6.92650	800	5.69654	1.00000	11.41904	10.42666	6.34865	2019-10-15 23:52:03	1080	8.67988	chrome	47.64345	340666	8.52106	107.13570	7.05507
1101	63.02136	9.58990	28.93068	7246481126478	56.96719	1.10010	58.50319	1.52258	6.27312	1280	7.36576	1.00000	9.34665	9.66454	5.74374	2022-03-12 08:57:07	800	9.41464	edge	40.37786	1089443	10.66685	165.25739	7.88404
126	34.53963	6.63699	51.72470	2555713133616	62.60977	0.92310	47.63535	1.98408	11.54437	1024	7.33511	0.00000	10.07153	9.73759	8.47040	2022-04-23 15:55:34	768	7.05830	mobile	56.85739	3307	8.42144	89.40523	7.07486
30	49.79786	5.21371	34.57950	8448201409024	70.23186	0.65523	54.95544	6.53006	10.13107	800	6.08088	1.00000	8.31156	11.26447	7.32878	2019-10-14 08:01:18	1080	10.61285	firefox	45.26332	1376742	8.09758	197.74398	6.17229
528	58.46075	6.00207	33.82919	1269093979504	42.24685	0.96882	41.52256	1.33661	11.42679	800	11.64279	0.00000	8.79986	4.72004	11.89450	2020-09-07 09:38:24	1080	9.30871	chrome	57.61205	1329820	8.03234	217.38704	7.37584
2405	55.28622	6.29446	30.06074	3001461054714	61.58856	0.58475	44.92564	4.20115	9.23513	1366	5.74652	0.00000	7.85341	10.53292	8.57540	2018-10-23 00:29:18	1080	8.03876	chrome	48.96196	600337	8.32177	216.17510	6.07982
2367	66.60987	5.52375	36.78543	1587358713077	56.29925	0.63754	62.72776	12.90805	10.65088	1366	5.23989	0.00000	6.94190	12.26131	10.08555	2018-12-31 03:57:15	1080	7.65276	edge	58.89079	1399354	7.82296	86.64772	5.97355
1320	32.16280	11.88971	59.38549	5502572743750	71.11165	1.36164	57.84019	2.88839	11.16945	1280	8.25413	1.00000	13.37844	10.40572	9.36282	2021-04-20 05:31:35	600	8.79327	chrome	23.00985	411561	8.79079	156.95549	7.87538
2127	80.91777	9.11546	47.58168	5551477856904	38.22542	0.46746	47.92008	0.40848	10.26483	800	6.15945	1.00000	9.62795	10.75553	10.87666	2020-03-18 10:08:08	800	10.07212	chrome	65.69848	997893	7.67912	200.90816	6.36033
1941	51.07304	10.10107	44.27249	9582803293861	55.94396	1.11299	28.55690	5.09177	11.41762	1024	6.99754	1.00000	11.25491	10.19101	10.11953	2019-02-24 15:15:04	1080	6.71051	firefox	53.27276	1245480	8.91057	71.34148	7.92974
1107	38.76914	8.35246	62.71539	4300196625978	55.90286	0.72182	62.56546	0.99262	10.37532	800	7.92525	0.00000	11.40243	8.35596	8.96664	2020-01-26 14:21:20	1024	8.55498	other	60.77184	778170	8.38969	154.49850	6.10213
1087	85.81558	9.52103	39.95399	1075572428117	52.21379	0.52097	68.25693	1.05481	7.69055	higher	7.49927	1.00000	10.39043	9.39093	8.03469	2021-02-05 22:22:29	768	8.66553	safari	67.99722	402506	9.80816	120.43619	6.05954
878	34.14587	9.38245	25.33671	3400602518854	50.43478	2.84827	55.78589	1.34482	4.85439	1920	7.56497	1.00000	7.02054	10.72452	5.34168	2019-03-17 03:41:23	600	8.49817	edge	61.85148	1200688	8.57641	129.65801	9.13063
2384	56.84821	7.73420	74.58214	9378504285140	76.98849	1.05923	46.18153	7.94315	10.23089	1280	7.68342	0.00000	9.79758	7.47120	8.90986	2022-07-13 17:04:12	800	9.23304	edge	47.70746	820401	7.75788	147.24695	7.69427
740	59.88388	5.67653	53.88320	6415676360701	33.29442	1.04476	64.70426	4.14852	10.42509	lower	9.87585	0.00000	7.64530	6.86658	10.34301	2019-10-17 19:31:43	600	9.74136	chrome	46.89218	174421	8.91703	177.71392	7.62494
1399	46.36179	4.55209	49.14826	7396659515426	52.98370	1.24041	58.24006	6.54931	12.03858	lower	10.10644	0.00000	7.84570	5.81165	10.78334	2020-09-09 21:41:37	600	7.79943	chrome	62.89976	1100906	7.48271	163.50093	7.94167
818	46.22887	6.13231	82.67206	0941209177028	42.45786	0.79959	54.09018	1.21952	9.53373	1280	6.72866	1.00000	6.42678	11.43582	9.41232	2019-08-10 02:53:40	lower	10.06044	chrome	71.44250	144052	10.33130	155.94143	7.34246
1382	61.57501	10.62274	54.34934	7282430274685	69.03280	1.99726	45.83410	1.91177	8.78291	1024	5.90252	1.00000	8.98500	10.45441	9.67795	2020-06-30 10:52:47	800	6.73840	chrome	41.65532	199245	7.81413	241.17946	8.54170
1784	42.23668	10.50772	56.58676	1096829062113	56.29868	0.34854	31.19167	1.55079	7.66788	1024	6.22587	1.00000	11.39041	9.71699	8.82589	2019-09-10 05:45:03	1080	9.37283	edge	49.57178	318031	8.41610	130.63699	4.74899
1312	49.00201	7.69714	53.08983	4280592973104	55.67729	0.68838	53.53859	5.47334	10.16850	1024	8.86543	0.00000	9.41143	7.45896	10.53597	2021-05-28 05:22:47	1024	7.31290	chrome	61.96427	202244	8.29626	256.99453	6.81734
1257	40.98788	9.98479	54.29912	6662957927355	40.47366	1.21254	50.53952	3.33003	6.88294	1920	7.19494	1.00000	9.88532	9.06749	6.20737	2021-05-06 12:55:25	600	9.68465	edge	64.58580	248031	8.55037	141.75667	8.14760
416	74.12661	10.97205	43.60296	0181517714571	41.32738	2.43319	70.45551	3.79962	8.49166	800	7.03398	0.00000	9.19393	10.69759	9.18800	2019-06-11 03:37:59	1024	10.02091	edge	43.98155	96747	7.56797	186.80165	8.96265
1584	54.72754	5.32521	43.29559	8947444113816	36.87422	0.77067	33.74240	3.91752	9.39114	higher	7.66946	0.00000	6.02727	9.38746	10.00634	2022-08-23 13:34:21	1024	8.29814	chrome	64.96205	295775	8.08584	154.90042	7.05526
739	73.04075	6.83918	66.28022	2353379269508	43.93984	0.71571	65.20296	2.91698	10.97954	1280	4.61837	1.00000	9.33682	12.36182	8.40599	2018-11-06 22:53:28	1080	9.58994	edge	33.78134	472923	7.35128	120.99188	6.16635
18	58.44237	8.85369	57.59136	5334783023945	50.04910	0.92052	43.13125	1.98559	9.50881	1280	9.63483	0.00000	9.12809	7.51266	11.51296	2023-02-02 12:29:03	600	9.98973	mobile	77.47074	304402	8.17251	192.83433	7.09472
1442	47.30108	9.82365	61.86100	6464134538763	66.33546	0.67949	41.41323	3.89596	10.74097	800	7.08330	1.00000	11.21876	10.45497	10.40776	2019-01-09 00:41:43	1080	8.20583	edge	55.59399	1304102	7.93922	91.20666	6.40882
1040	17.27222	4.40182	33.86116	6698218055932	60.25716	0.83199	73.43679	6.60866	10.38447	1366	13.90749	0.00000	7.15232	2.83233	12.22651	2019-01-12 10:15:03	1024	10.06282	edge	50.37624	569070	7.71974	134.59702	7.15663
127	53.77216	9.37677	52.41612	1326419158064	64.31853	0.59591	24.07324	7.12687	9.58177	lower	8.11305	1.00000	11.91148	9.20874	8.67814	2020-07-11 16:31:10	800	8.16593	chrome	37.72667	526807	9.51226	175.67716	5.71830
1979	42.30530	9.54676	43.60742	5315525064921	59.31468	0.60847	42.96556	6.56547	6.74652	800	7.03315	1.00000	9.48422	10.51584	8.38210	2019-12-03 17:42:24	1024	8.57984	chrome	33.50107	772238	8.68918	203.05902	5.32639
419	51.85906	10.33915	28.58710	7963994935051	29.14400	0.73006	48.75388	6.16845	6.79094	1280	6.69675	1.00000	9.11321	10.15062	8.60772	2020-06-17 14:27:16	800	8.73048	safari	67.16599	1312020	9.47606	183.86420	6.77540
2209	69.61562	9.48370	69.65596	4061702944883	39.45028	0.83480	68.32711	2.89314	10.07097	lower	6.22424	1.00000	10.34943	10.27940	11.12143	2022-08-08 10:13:36	higher	10.01412	safari	50.41799	598296	8.05520	126.37818	5.53003
1972	72.77108	6.60013	56.25931	1408984146407	34.21635	0.87394	62.35858	1.04995	9.60734	1280	12.57250	0.00000	11.63669	7.70444	6.81447	2021-07-10 18:27:00	600	10.49225	chrome	51.25850	1373224	8.47544	129.37590	5.84484
1747	59.63851	10.90423	78.39556	4815302960770	60.96606	1.04004	65.06642	3.00680	10.66812	1280	8.40684	1.00000	11.97380	11.26084	9.11399	2023-08-02 18:14:00	800	7.51026	safari	39.10143	204868	9.50627	297.68685	7.89721
1102	34.43878	10.53487	42.38393	9900011116619	23.66417	0.82942	57.88417	4.54416	4.27298	1920	5.99844	1.00000	7.92029	10.30449	7.08529	2020-02-13 05:00:31	1024	6.53152	chrome	54.51544	484112	8.00993	194.48879	6.76022
1647	40.57885	10.71584	61.70875	8880187299136	49.70585	0.46087	49.41605	10.10570	9.20745	1366	6.67900	1.00000	13.45469	11.50820	7.03622	2020-10-15 17:52:04	1024	8.91121	chrome	56.90506	190192	8.60095	41.16349	5.23604
468	43.26287	7.49311	37.54814	1700622612580	65.20393	0.45784	41.83632	1.01096	10.05048	lower	6.78491	1.00000	8.97303	12.07925	11.31507	2023-01-29 06:56:17	768	7.72364	chrome	42.14963	909572	8.03397	138.13427	4.14128
1697	54.92612	6.11967	38.10677	7095525423727	56.43725	0.94705	45.41513	1.75511	10.17584	1920	6.44665	0.00000	6.84383	10.32964	10.20478	2021-03-07 00:45:03	higher	8.16032	chrome	55.51442	412213	8.05518	84.15272	7.13363
1701	62.94974	11.02673	40.31779	2613546291511	52.65426	0.64162	43.15644	8.44230	8.53044	800	5.94663	1.00000	13.65296	12.50456	7.18439	2022-10-09 18:38:51	lower	7.32453	edge	77.49253	193115	8.49893	59.75659	3.83754
1848	27.27037	8.38646	26.41779	3928857089986	41.43510	0.76033	54.41379	3.71605	8.68650	1280	12.65771	0.00000	10.92931	4.16366	10.74117	2020-11-21 22:30:34	800	8.58894	opera	72.83830	1217760	7.73388	121.39193	5.52969
1156	43.28235	9.98563	50.22587	0443331892645	35.04210	1.77435	45.71998	5.87885	6.92336	1920	7.17387	1.00000	10.41900	9.48130	5.08675	2023-03-30 08:18:35	768	8.30031	mobile	62.60254	1090102	7.43215	109.71924	8.36852
1950	44.17832	9.01693	57.59022	4248547165608	25.50774	0.89617	51.70343	4.50591	8.43606	800	6.13264	1.00000	7.56642	11.74039	10.24172	2023-08-15 08:14:39	600	10.22898	mobile	19.29727	1494981	9.53888	137.52644	7.05630
1230	52.76684	4.97020	49.49110	0929493266314	48.63075	0.47346	41.37237	1.56804	10.01869	1920	4.26915	0.00000	6.64032	13.48872	10.24124	2019-03-17 15:05:27	600	9.22932	opera	53.52921	428276	7.35322	176.47272	4.06892
692	38.02479	8.76861	68.39378	6080413941828	33.46909	0.43271	42.03154	6.14543	9.68904	1920	7.30884	1.00000	10.10214	11.91837	10.94804	2022-10-24 06:22:27	lower	7.45283	firefox	63.31902	529639	8.58720	190.85882	4.27639
1988	53.99836	8.67470	69.86319	0224325935162	48.61966	1.05683	49.92160	5.09513	6.04348	higher	8.71957	1.00000	6.99211	11.16526	7.99540	2020-02-03 00:13:43	1080	8.12506	edge	64.10951	371713	9.87149	168.16650	7.31357
642	42.44458	9.61155	64.51526	6155206677700	71.71975	0.45689	57.69741	3.08906	9.32576	1920	6.73223	1.00000	10.10449	10.15095	10.48937	2019-08-06 23:43:49	768	9.41784	chrome	50.66285	712390	8.20804	143.17986	5.85875
780	58.20759	9.86090	43.08099	6293433840099	35.03673	0.75147	44.28384	6.70684	7.06420	higher	10.53674	0.00000	8.52014	8.75669	10.55543	2020-04-08 05:30:53	1080	7.75061	chrome	51.54015	659609	8.19156	145.50628	6.82079
187	12.39033	6.50586	43.82098	6999169958618	59.42601	0.66307	70.68287	0.01314	9.22695	1366	6.10328	0.00000	7.12402	11.23594	9.46742	2021-08-08 01:51:24	600	8.20475	safari	66.38698	1172551	7.67319	240.39398	6.33934
1016	38.46645	11.17676	23.62827	2683745170276	48.76517	0.74306	59.26311	6.31397	13.22177	1366	7.72578	1.00000	15.45090	8.37863	10.46243	2022-02-09 02:10:20	1024	6.97307	chrome	54.47206	1431914	8.47616	108.27612	6.20375
1467	24.79001	8.54049	69.53795	8158143467524	47.09662	3.70797	73.78185	1.45968	6.30569	1366	9.41115	1.00000	5.99975	10.78405	7.68711	2022-11-22 19:53:43	1024	8.73966	mobile	49.69691	1336644	6.41013	13.35601	9.45347
1436	34.90683	11.28128	48.08035	1810278075261	53.48954	0.82956	69.83295	0.86023	11.16936	1920	7.18501	1.00000	13.31639	8.90612	9.81842	2019-07-27 09:08:54	768	7.29407	edge	29.67498	1274933	9.47176	190.99421	7.04315
2104	49.27438	9.16579	56.88642	1983785621631	47.80180	0.69593	35.90761	5.72026	8.41633	1920	11.52119	0.00000	10.65306	8.83335	8.99864	2022-05-05 21:38:25	1024	7.72117	other	69.06731	307222	7.98007	266.82672	6.31534
772	63.42224	13.20056	52.36538	0525739480805	61.91901	0.76489	46.63622	0.64219	9.27342	1024	3.71294	1.00000	15.56535	8.47417	9.44266	2020-07-04 23:05:36	600	7.59855	safari	32.11668	1085910	6.36287	152.41411	3.71721
1374	51.83284	10.95989	40.20154	9525357231026	56.45083	2.05136	52.03552	10.32570	10.94606	1280	6.09905	1.00000	11.45065	9.05337	9.90621	2020-06-16 23:26:26	600	8.04075	other	51.07408	814463	7.10512	152.83207	8.58932
878	40.65847	6.80722	52.16887	6013504284429	54.53331	0.93893	47.61361	4.23064	10.18216	1920	7.53234	0.00000	7.31817	9.37480	10.79091	2020-03-20 19:21:00	800	8.59171	other	42.20177	1162302	7.75579	53.67041	7.39102
2478	46.23708	7.46580	70.02115	4926341595950	54.20818	1.10374	56.18058	2.88378	9.72501	1280	10.56579	0.00000	8.71943	6.37587	11.22387	2019-12-10 21:57:51	1080	8.73877	chrome	37.77124	242500	7.40722	47.40129	7.03534
430	45.99074	9.38119	21.64386	7275893210741	50.58200	1.82206	56.29541	0.17264	6.88248	1280	8.13304	1.00000	9.66910	11.88331	4.56141	2022-04-20 07:26:19	1080	8.38339	edge	54.49402	18493	9.71888	113.64763	8.43145
2448	54.48516	4.05815	42.18255	7279781683754	56.87120	0.56737	45.17193	6.03406	10.38977	1024	11.77696	0.00000	7.49345	5.48734	9.87469	2020-06-26 20:11:48	higher	8.76196	chrome	66.92236	888981	7.94563	238.38282	7.05928
450	74.10124	8.54995	63.79262	1003234616121	46.03637	3.39702	68.13974	4.61000	8.25480	1280	10.15746	0.00000	8.17900	7.32092	8.68446	2022-06-23 10:24:28	768	9.89854	opera	66.28803	92577	10.52351	50.42441	9.33773
1232	61.88614	11.17934	42.94488	0647888870976	71.62859	0.92978	52.66049	3.97386	9.35118	1024	6.78361	1.00000	10.89991	9.54850	9.85190	2022-07-07 13:28:24	lower	9.52283	chrome	63.29357	26827	8.73494	136.96449	7.64838
46	26.71512	3.51183	22.06143	3800420110931	52.05340	0.57815	55.10279	2.66348	10.92575	800	4.53368	0.00000	4.58341	12.71940	11.62219	2020-07-11 09:07:37	600	9.27509	chrome	73.45235	186618	7.76208	63.32791	5.23294
785	45.85544	9.24440	34.29426	3253644793792	41.59391	0.64164	36.16883	1.59388	5.55733	1920	7.46063	1.00000	8.02571	11.22770	7.00599	2020-01-24 22:14:05	768	7.40500	opera	49.88598	1035897	9.00072	160.98054	6.63040
161	55.24428	10.65531	63.55138	5657169202674	31.63452	0.55129	57.86709	1.21918	11.76967	800	7.44188	1.00000	13.42606	9.39397	10.23591	2018-09-26 14:07:08	768	8.47903	mobile	85.57938	724171	8.65444	102.56411	6.31804
4	54.73697	10.71943	29.39053	8613099514413	33.15512	0.82161	44.91890	5.92717	10.53045	1366	6.40836	1.00000	11.90540	8.89737	10.46815	2023-01-27 10:53:31	768	9.55164	edge	57.05060	319951	9.58083	81.49986	6.69646
107	58.81714	9.81216	31.72629	6091400429700	42.39656	1.58527	17.89985	3.40028	5.08374	1920	6.53318	1.00000	9.04999	8.86968	4.52186	2021-04-10 07:49:17	higher	8.85524	other	67.11572	1064394	7.97582	82.03670	8.35506
514	75.96523	8.99791	58.50939	9667427382419	64.47296	0.57427	36.58824	3.27999	10.01198	1920	5.38581	1.00000	9.54449	9.97072	11.43942	2022-04-11 12:13:48	1024	9.33201	other	31.38143	114986	8.83389	60.67882	5.57858
1484	43.98743	9.63347	54.90984	0929938507064	52.58701	1.11460	67.52849	1.59722	5.95804	1280	7.74073	1.00000	8.72357	12.52605	5.48758	2021-06-12 02:01:41	768	6.59982	edge	60.84364	960401	8.47618	174.25260	7.70909
2125	53.24489	11.79148	52.99372	7869476431236	40.29635	0.63676	58.47992	2.55028	12.40035	1920	9.03757	1.00000	14.97930	10.31842	9.46828	2023-04-03 09:48:26	1024	9.01006	chrome	70.72874	157065	8.68569	132.74522	7.16205
816	46.32198	5.36143	54.35348	8469038429757	60.28061	0.51296	24.06632	3.95508	10.35255	800	12.87317	0.00000	10.72782	5.07581	8.74831	2023-02-01 22:53:40	600	9.46345	chrome	42.06234	761590	7.19845	65.85375	5.62567
1756	56.39588	11.72502	34.71836	7840918340293	66.76695	0.47142	62.20373	1.79301	12.69451	1366	5.84556	1.00000	17.30449	9.61906	11.19461	2020-04-04 07:49:40	768	6.83005	firefox	37.72737	1323849	8.96230	193.65961	2.07473
1679	43.14199	6.78274	57.28073	7650194504469	68.00621	1.02534	74.04157	2.78020	10.48919	1920	7.27693	0.00000	8.49868	8.73737	9.21130	2021-09-04 12:52:22	600	7.75149	chrome	30.23693	522526	8.07996	201.53198	7.77640
1387	56.61698	8.19174	49.88571	6811507953942	74.20049	2.47217	45.25198	4.31702	6.83042	800	9.16173	1.00000	8.08797	11.55390	5.02046	2019-10-06 14:39:34	1024	8.51611	other	66.07051	260584	7.00284	186.84421	8.95070
555	38.38122	9.94063	45.48964	5944632150472	45.29868	0.63801	39.36722	2.05572	9.95586	1920	6.97883	0.00000	11.82645	11.53568	9.03279	2020-11-10 23:29:31	1024	8.24570	opera	60.03934	1434171	9.01379	196.39156	5.61256
1108	44.77589	9.06758	46.21500	5784359142592	67.79473	2.14168	41.52651	0.33363	6.89805	1920	8.23279	1.00000	9.80752	10.60477	4.24771	2022-06-02 17:19:47	768	8.75448	edge	57.70303	380537	9.10752	188.25470	8.63469
22	41.06847	9.61610	40.01259	4212514850903	63.18091	0.50068	35.74130	5.91218	9.41152	800	6.72349	1.00000	10.08156	10.75036	10.39023	2021-09-30 14:46:31	1024	9.42083	edge	50.94857	186755	6.75208	250.02369	5.88176
2132	37.21318	8.32997	51.91035	9070224220325	59.94483	1.47094	56.13232	2.31565	8.92827	1366	7.86190	0.00000	9.50251	9.66690	7.25146	2022-08-15 17:49:47	1080	7.93505	chrome	34.86420	711505	7.33930	170.02338	8.06277
1450	42.00278	9.89355	61.21088	9074799035322	45.59490	0.53250	49.72524	2.71751	11.47042	800	7.45970	0.00000	13.08162	9.57284	9.45682	2021-03-06 16:20:11	800	10.26964	edge	39.76573	1204958	6.83840	23.13985	6.11893
467	29.24590	9.54972	59.12439	1995671906227	63.16492	0.35026	71.74017	2.60513	10.84542	1280	6.04028	1.00000	11.53012	9.32034	11.19492	2022-06-14 14:18:34	1080	9.54416	mobile	49.82997	508496	10.01832	174.10540	5.17452
4	42.26139	10.56598	51.03502	4926412785129	45.18929	0.79226	58.72768	1.80203	5.90117	1280	5.78871	1.00000	9.41426	8.89040	9.56280	2020-04-13 06:20:47	1080	7.38115	safari	60.18606	1266015	9.91624	150.56450	4.85841
1476	61.30742	10.75676	52.23381	2544759204725	59.29556	1.30729	38.68489	2.92249	4.10311	1366	5.98214	1.00000	7.17793	10.37426	6.99190	2021-01-12 05:22:27	600	8.36581	edge	41.18260	364187	8.35438	226.27321	7.93735
1986	44.10901	8.77625	54.99153	8421986757924	43.17890	0.59495	74.14828	6.58298	7.79488	1366	9.08818	0.00000	8.54446	7.01137	10.89381	2019-04-17 21:43:00	800	7.33925	other	43.93499	57062	11.19439	205.62030	6.29376
1295	68.18987	4.29230	48.87697	7735677556774	51.53971	1.01957	67.42813	3.86845	10.54756	800	6.05850	0.00000	5.53781	8.99083	10.08573	2019-01-26 20:34:15	1024	9.60826	chrome	71.47141	551274	6.78157	81.73407	7.58227
1691	47.55213	7.56232	58.47767	9442074170813	48.85645	0.63991	62.75277	2.76932	9.06510	lower	6.42655	1.00000	8.41718	11.87353	11.49000	2019-11-27 06:17:36	600	8.12384	edge	50.46727	1222720	7.53787	90.90594	3.59015
161	60.60301	9.89754	36.18103	4721694030451	55.61318	1.51805	69.47425	7.20411	10.22407	1280	6.27133	1.00000	9.64912	10.30904	9.95857	2021-01-30 13:28:34	800	8.34370	edge	54.82802	172761	8.26979	194.81784	8.36021
2468	44.75181	13.33902	51.77214	9188557470185	49.55876	0.58426	73.21431	2.50912	7.62553	1280	3.59917	1.00000	15.15514	10.65879	6.23125	2021-05-19 04:28:36	higher	7.13389	chrome	30.84768	248793	8.46115	197.90076	4.64285
1117	29.47189	7.30361	57.45044	8359903236446	37.83917	3.01758	70.25666	2.62095	9.29926	1366	9.39819	0.00000	6.25899	7.84782	10.98027	2020-06-10 15:30:36	1024	8.95881	edge	59.24521	1120577	8.47366	194.60597	9.18750
1220	56.58844	8.15007	41.48006	0116820199821	33.83916	1.02576	43.80218	4.81663	10.13171	1920	7.63842	0.00000	10.10794	8.57570	8.86338	2023-01-23 19:42:30	800	6.68890	opera	56.07754	1362465	8.45681	70.63980	7.30671
668	53.12522	6.26439	37.27076	7727965737323	47.21731	3.36848	52.27863	4.52322	10.64345	1280	8.20323	0.00000	5.70468	8.19649	11.61579	2023-08-10 04:46:00	800	8.44806	other	40.41102	798810	9.02440	90.84043	9.32496
