code	store_name	product_ean	location
HT	Croix-des-Bouquets	1604872196763	America/Port-au-Prince
TR	Edremit	0622991367810	Europe/Istanbul
US	Mira Mesa	7397072100695	America/Los_Angeles
IT	Tortona	6366234495253	Europe/Rome
UA	Kherson	3882278661209	Europe/Kiev
MY	Ulu Tiram	7887969984380	Asia/Kuala_Lumpur
ID	Majene	6165664509284	Asia/Makassar
US	Woodbridge	6513671669031	America/New_York
US	Taunton	4135127650534	America/New_York
BR	Guapimirim	2124558432651	America/Sao_Paulo
ID	Ngemplak	4418334536069	Asia/Jakarta
US	Tupelo	1902889406470	America/Chicago
RU	Kireyevsk	5106378753519	Europe/Moscow
CN	Dongdu	1038634780929	Asia/Shanghai
IT	Mesagne	4848971631672	Europe/Rome
US	Waterbury	2460389858698	America/New_York
ES	Ferrol	2494646425477	Europe/Madrid
US	Lakewood	6914995975387	America/New_York
RU	Malakhovka	2577625903422	Europe/Moscow
AR	Chacabuco	7489961581149	America/Argentina/Buenos_Aires
MG	Sakaraha	4707598155766	Indian/Antananarivo
US	Searcy	2565547734132	America/Chicago
US	Pahrump	8484566662926	America/Los_Angeles
KR	Goyang-si	4741203041846	Asia/Seoul
BE	Beveren	1831110632305	Europe/Brussels
NL	Barneveld	8474212494728	Europe/Amsterdam
KR	Nonsan	6087410690964	Asia/Seoul
ES	Amposta	1759705995287	Europe/Madrid
TR	Mudanya	3773486639565	Europe/Istanbul
ES	Caravaca	5293598866881	Europe/Madrid
US	Fort Washington	8039026616867	America/New_York
IN	Osmanabad	9560295507604	Asia/Kolkata
DE	Wesseling	7177514879026	Europe/Berlin
GB	Westbury	2597717003441	Europe/London
US	Encinitas	3136587157978	America/Los_Angeles
GA	Franceville	1142749367606	Africa/Libreville
IT	Montecchio Maggiore-Alte Ceccato	2641154769344	Europe/Rome
GB	Inverness	2935757967659	Europe/London
TH	Phanat Nikhom	3218481892480	Asia/Bangkok
US	San Gabriel	4365824338187	America/Los_Angeles
US	Encinitas	7507234869135	America/Los_Angeles
HK	Tsuen Wan	5197919433212	Asia/Hong_Kong
US	Canton	5926009098327	America/Detroit
DE	Hermsdorf	8573008821561	Europe/Berlin
ID	Besuki	1815863012720	Asia/Jakarta
GT	Chichicastenango	6231702432118	America/Guatemala
PL	Reda	1732505400700	Europe/Warsaw
RU	Bavly	5627405857791	Europe/Moscow
RO	Sector 6	2070479840696	Europe/Bucharest
RU	Bavly	5379774060165	Europe/Moscow
MX	Guanajuato	1771201531288	America/Mexico_City
ID	Diwek	8077070631368	Asia/Jakarta
ID	Simpang	2099770940171	Asia/Jakarta
JP	Nonoichi	9901171843735	Asia/Tokyo
US	Tyler	1898782994674	America/Chicago
BG	Montana	5720996280525	Europe/Sofia
BW	Tonota	8784656062958	Africa/Gaborone
TR	Mardin	9364562715088	Europe/Istanbul
IN	Lal Bahadur Nagar	9182464215655	Asia/Kolkata
ZA	Mokopane	2476252664419	Africa/Johannesburg
US	Schererville	5975459522197	America/Chicago
IT	Afragola	0657785080071	Europe/Rome
US	Ada	8383222942917	America/Chicago
FR	Vienne	4610451095256	Europe/Paris
NG	Lagos	8029025726568	Africa/Lagos
LT	Alytus	3660101263543	Europe/Vilnius
US	Milledgeville	4443085483720	America/New_York
DZ	Beni Douala	0338865720680	Africa/Algiers
FR	Marseille 11	0360306753636	Europe/Paris
US	North Lauderdale	3502744945199	America/New_York
FR	Dax	4636135325860	Europe/Paris
US	Kendall	8114640091433	America/New_York
US	Hueytown	8763340075115	America/Chicago
ES	Gernika-Lumo	4016257507625	Europe/Madrid
US	North Tustin	7105551228637	America/Los_Angeles
PH	Manaoag	2467291953091	Asia/Manila
BR	Esmeraldas	6601376207181	America/Sao_Paulo
IE	Athlone	4488705476485	Europe/Dublin
US	Sun City Center	7025435070490	America/New_York
FR	Le Chesnay	0443646849389	Europe/Paris
FR	Marly-le-Roi	1438392116525	Europe/Paris
RU	Danilov	9309219068001	Europe/Moscow
CO	Socorro	8306651771279	America/Bogota
FR	Saint-Omer	0996787191737	Europe/Paris
CO	Madrid	4695462298087	America/Bogota
NE	Mirriah	2078469517726	Africa/Niamey
DE	Bretten	7536256816070	Europe/Berlin
TZ	Iringa	6518726284290	Africa/Dar_es_Salaam
TZ	Usagara	1655514360875	Africa/Dar_es_Salaam
JP	Yamada	9592122873323	Asia/Tokyo
TH	Phanat Nikhom	7277299012158	Asia/Bangkok
CO	Buenaventura	9456536279358	America/Bogota
AU	Frankston South	7919722866081	Australia/Melbourne
JP	Komono	3296861992869	Asia/Tokyo
BR	Tucano	6820160927825	America/Bahia
RU	Bavly	2230646317462	Europe/Moscow
MW	Salima	6145978554453	Africa/Blantyre
UA	Artsyz	6729015201946	Europe/Kiev
NG	Lagos	8808578587310	Africa/Lagos
NL	Emmeloord	9427474372937	Europe/Amsterdam
IN	Meerut	1348235821861	Asia/Kolkata
DE	Schleswig	7372102150703	Europe/Berlin
FR	Gonesse	7205017571793	Europe/Paris
SL	Freetown	7199543318727	Africa/Freetown
CA	Norfolk County	8573647004400	America/Toronto
ID	Jambi City	4339452200574	Asia/Jakarta
CH	Onex	7454432303964	Europe/Zurich
MY	Donggongon	9792166082044	Asia/Kuching
US	North Lauderdale	2048242753474	America/New_York
DE	Neuburg an der Donau	2313013665271	Europe/Berlin
FR	Pamiers	2826624408095	Europe/Paris
IT	Falconara Marittima	3721998134740	Europe/Rome
PL	Jaworzno	7649070954092	Europe/Warsaw
UG	Arua	8152162469507	Africa/Kampala
DE	Stade	2190000582380	Europe/Berlin
BR	Buri	5605239065124	America/Sao_Paulo
ES	Baza	4954009978647	Europe/Madrid
US	Belle Glade	1514760452874	America/New_York
US	Belle Glade	9334630781017	America/New_York
CO	Villa del Rosario	3425752121792	America/Bogota
BR	Resplendor	6797093398261	America/Sao_Paulo
CN	Shaowu	9168107036054	Asia/Shanghai
CN	Liaoyang	8983195351190	Asia/Shanghai
US	Vestavia Hills	2551964965716	America/Chicago
US	Greenfield	6862157479573	America/Indiana/Indianapolis
DE	Korschenbroich	0944884349162	Europe/Berlin
IN	Patti	0453981145749	Asia/Kolkata
DE	Rudolstadt	2083216192613	Europe/Berlin
TN	Msaken	8155730681905	Africa/Tunis
ID	Kediri	6149122859722	Asia/Jakarta
TH	Bang Ban	4229503660849	Asia/Bangkok
US	Redding	8743493069032	America/Los_Angeles
NG	Olupona	3494973994485	Africa/Lagos
US	Far Rockaway	2838028988905	America/New_York
LT	Alytus	7963252682789	Europe/Vilnius
CN	Foshan	4296072956406	Asia/Shanghai
CN	Beidao	5663563212799	Asia/Shanghai
DE	Bensheim	3247290506967	Europe/Berlin
IN	Gorakhpur	7885659420453	Asia/Kolkata
US	Pahrump	4679939716595	America/Los_Angeles
GB	Southsea	6590252498532	Europe/London
DE	Finnentrop	6624683175660	Europe/Berlin
US	Pottstown	4043979724733	America/New_York
DE	Gifhorn	1324261421602	Europe/Berlin
KE	Nyahururu	8707439863344	Africa/Nairobi
ES	Ferrol	1174854324748	Europe/Madrid
MX	Progreso	2081378319558	America/Merida
TZ	Mvomero	8854706004754	Africa/Dar_es_Salaam
JP	Annaka	1591902471948	Asia/Tokyo
ID	Cibinong	2082426274713	Asia/Jakarta
US	Waterbury	6439861050802	America/New_York
US	Troutdale	3392565448395	America/Los_Angeles
PH	Santa Catalina	2248744836198	Asia/Manila
BG	Montana	9636827126640	Europe/Sofia
US	South Lawndale	5775480546625	America/Chicago
IN	Aklera	4623706544546	Asia/Kolkata
NG	Argungu	8659717114405	Africa/Lagos
NI	Somoto	7350580807593	America/Managua
JP	Kamakura	1548042418999	Asia/Tokyo
GB	Lymington	0979544024738	Europe/London
RU	Bogoroditsk	5508774446765	Europe/Moscow
CN	Changzhi	9073792387803	Asia/Shanghai
MK	Bogovinje	0227247233521	Europe/Skopje
ID	Jambi City	4351646641208	Asia/Jakarta
BR	Iturama	6794797754928	America/Sao_Paulo
GH	Bibiani	3379657716778	Africa/Accra
BE	Beveren	2764655353147	Europe/Brussels
CN	Xinzhou	4771280783858	Asia/Shanghai
IT	Montecchio Maggiore-Alte Ceccato	0521339081039	Europe/Rome
CA	Vernon	6690686733398	America/Vancouver
NL	Hoogezand	4227027855215	Europe/Amsterdam
DE	Gauting	2728403279578	Europe/Berlin
IN	Kundla	0723950664619	Asia/Kolkata
MA	Azrou	0708996156793	Africa/Casablanca
GH	Tarkwa	1912952467284	Africa/Accra
HN	Olanchito	0509049626467	America/Tegucigalpa
ES	Las Gabias	5320759040009	Europe/Madrid
US	Schererville	3158432716994	America/Chicago
US	Tyler	3180989396954	America/Chicago
IN	Leteri	7260360041454	Asia/Kolkata
RU	Sharypovo	8756189639846	Asia/Krasnoyarsk
CN	Jingzhou	4359396226737	Asia/Shanghai
FR	Vienne	8554376661652	Europe/Paris
MG	Ambatondrazaka	4812092650980	Indian/Antananarivo
GB	Viewpark	1921435869446	Europe/London
RU	Bogoroditsk	7777966554436	Europe/Moscow
US	Rutland	6106195387095	America/New_York
US	Claremont	7739415880039	America/Los_Angeles
US	Bourbonnais	9458007140815	America/Chicago
MG	Antanifotsy	3618015781288	Indian/Antananarivo
TH	Yasothon	9293587616455	Asia/Bangkok
CO	Buenaventura	6031352077093	America/Bogota
NL	Barneveld	9270030438789	Europe/Amsterdam
BJ	Tchaourou	6431174239455	Africa/Porto-Novo
CN	Hushitai	7848848069079	Asia/Shanghai
DZ	Messaad	7941667165844	Africa/Algiers
RU	Valday	9633136850532	Europe/Moscow
IT	Mesagne	2714512285692	Europe/Rome
ES	Villaquilambre	6365726438495	Europe/Madrid
NI	Somoto	2455537097418	America/Managua
NL	Emmeloord	1438292945607	Europe/Amsterdam
DE	Landshut	1684995347648	Europe/Berlin
SY	Tadmur	7293991997166	Asia/Damascus
IT	Afragola	3476129317799	Europe/Rome
US	Porterville	2968535974501	America/Los_Angeles
US	Tupelo	9720268695961	America/Chicago
TD	Mongo	8624010613627	Africa/Ndjamena
MY	Batu Feringgi	9656763560216	Asia/Kuala_Lumpur
MX	Oaxaca	3609976863748	America/Mexico_City
PK	Bhit Shah	1296847665185	Asia/Karachi
BR	Altamira	5064941206612	America/Santarem
BR	Soure	5526813912514	America/Belem
IT	Roseto degli Abruzzi	8557868415214	Europe/Rome
CO	Villa del Rosario	9520148311079	America/Bogota
RU	Kachkanar	7725731058191	Asia/Yekaterinburg
GB	Inverness	7562631347570	Europe/London
US	Rosemount	0332269097331	America/Chicago
US	Shreveport	9655834449405	America/Chicago
NO	Harstad	5126225599107	Europe/Oslo
RU	Likhobory	8308897940921	Europe/Moscow
US	Dumont	7131666047726	America/New_York
TZ	Kidodi	9699934866434	Africa/Dar_es_Salaam
IN	Aklera	4231451352240	Asia/Kolkata
US	Fort Washington	7079344533720	America/New_York
GB	Belper	4805454833077	Europe/London
NL	Hardenberg	1449108175118	Europe/Amsterdam
RU	Bogoroditsk	5523892060778	Europe/Moscow
US	Bothell	6139482982079	America/Los_Angeles
US	Tyler	6598099968621	America/Chicago
CZ	Karlovy Vary	6405239173695	Europe/Prague
KR	Goyang-si	3764136534934	Asia/Seoul
ID	Cibinong	3250006402866	Asia/Jakarta
MX	Heroica Matamoros	3292588838602	America/Matamoros
PH	Maasin	3500899105086	Asia/Manila
US	Waverly	6965177814444	America/Detroit
JP	Hita	4151900433187	Asia/Tokyo
IT	Volla	2545921637372	Europe/Rome
IT	Novara	6644206352712	Europe/Rome
FR	Colomiers	3679382342977	Europe/Paris
DZ	Messaad	5125269036470	Africa/Algiers
BE	Temse	4231324379817	Europe/Brussels
JP	Karatsu	6012080635489	Asia/Tokyo
US	Lutz	3125582826378	America/New_York
CO	El Copey	5060032556666	America/Bogota
US	Front Royal	0325155357893	America/New_York
NG	Biu	9560554554967	Africa/Lagos
CA	Beaconsfield	5357256077252	America/Toronto
RU	Shushary	8688234966259	Europe/Moscow
GB	Aberdeen	7291390762323	Europe/London
IN	Meerut	4223084067974	Asia/Kolkata
MX	Zacoalco de Torres	1004450989693	America/Mexico_City
MX	Teziutlan	9055071615579	America/Mexico_City
JM	New Kingston	3540483850466	America/Jamaica
DE	Bretten	3862701170454	Europe/Berlin
KR	Nonsan	1404990977387	Asia/Seoul
IN	Gajendragarh	3248478253611	Asia/Kolkata
ID	Diwek	2649227362492	Asia/Jakarta
US	Huntley	9698696397095	America/Chicago
PK	Tharu Shah	1507844934106	Asia/Karachi
CN	Zhoushan	0519134601255	Asia/Shanghai
CA	Markham	9335631606996	America/Toronto
US	Searcy	5604115107859	America/Chicago
MZ	Maxixe	8267261916927	Africa/Maputo
AU	Maryborough	6999155465229	Australia/Brisbane
GB	Poulton-le-Fylde	8568893341010	Europe/London
AT	Sankt Peter	2905023846117	Europe/Vienna
PT	Ponta Delgada	7385069962968	Atlantic/Azores
US	New Canaan	3423888317089	America/New_York
ID	Tarakan	3311341808260	Asia/Makassar
DZ	El Achir	1510002676213	Africa/Algiers
CN	Ulanhot	4449571498483	Asia/Shanghai
US	Opportunity	3708730829027	America/Los_Angeles
DE	Barmbek-Nord	4815465167207	Europe/Berlin
TH	Tak Bai	4339849015453	Asia/Bangkok
BR	Canavieiras	9786196928670	America/Bahia
BR	Altamira	0778447804092	America/Santarem
GB	Arbroath	6560432581453	Europe/London
US	Stockbridge	6715873912278	America/New_York
TZ	Mwandiga	9918052223692	Africa/Dar_es_Salaam
AR	Ushuaia	6845464327577	America/Argentina/Ushuaia
US	Middle River	5134786992466	America/New_York
RU	Saraktash	3249284987585	Asia/Yekaterinburg
SY	Tadmur	7823657762045	Asia/Damascus
TR	Gaziantep	9034689152508	Europe/Istanbul
CN	Foshan	4686336740238	Asia/Shanghai
PK	Alipur	6074606517549	Asia/Karachi
IT	Sassari	8433351888423	Europe/Rome
AO	Luena	9038285228889	Africa/Luanda
CN	Zaozhuang	4215171683846	Asia/Shanghai
BR	Cabo	5073173034306	America/Recife
US	Pekin	9457258073828	America/Chicago
MX	Zacoalco de Torres	5648254027029	America/Mexico_City
IR	Isfahan	1300807028863	Asia/Tehran
CZ	Most	0602653059857	Europe/Prague
IN	Sojat	1964475731175	Asia/Kolkata
UZ	Andijon	3549466818684	Asia/Tashkent
NG	Shagamu	1941399410669	Africa/Lagos
NL	Hardenberg	4220685598944	Europe/Amsterdam
MX	Paracho de Verduzco	7477909839278	America/Mexico_City
PK	Tharu Shah	4386675071788	Asia/Karachi
AU	Carindale	1761833767322	Australia/Brisbane
RU	Alatyr’	3444538564387	Europe/Moscow
KZ	Shalqar	8138846047995	Asia/Aqtobe
NL	Emmeloord	5527687866552	Europe/Amsterdam
SE	Boo	5745016393283	Europe/Stockholm
BR	Carlos Barbosa	2208903327219	America/Sao_Paulo
IN	Uran	7468124252362	Asia/Kolkata
VE	Tinaquillo	6782495041181	America/Caracas
MW	Salima	8546656647357	Africa/Blantyre
DZ	Frenda	0598145114367	Africa/Algiers
BG	Montana	0329532687382	Europe/Sofia
NL	Schiebroek	7755862281601	Europe/Amsterdam
IN	Kalavoor	8192658549795	Asia/Kolkata
US	Coralville	1043053710075	America/Chicago
CN	Danjiangkou	6567772641434	Asia/Shanghai
CA	Markham	4344375459060	America/Toronto
IR	Shahre Jadide Andisheh	3800011524734	Asia/Tehran
TT	Port of Spain	3762989053916	America/Port_of_Spain
ES	Gandia	5759589772130	Europe/Madrid
TR	Sungurlu	1296782926594	Europe/Istanbul
CN	Liaoyang	2746612656508	Asia/Shanghai
DE	Nidderau	4642653054373	Europe/Berlin
IN	Chamba	4713553876669	Asia/Kolkata
BR	Viradouro	9656872735192	America/Sao_Paulo
ID	Balikpapan	7057688376715	Asia/Makassar
PT	Albufeira	6684531284296	Europe/Lisbon
MG	Antanifotsy	3541703982417	Indian/Antananarivo
CN	Shuangcheng	8019612154652	Asia/Shanghai
ZA	Standerton	0154774952109	Africa/Johannesburg
ES	Talavera de la Reina	9889048447944	Europe/Madrid
AR	Rafaela	1307675953723	America/Argentina/Cordoba
KR	T’aebaek	3272249241811	Asia/Seoul
RU	Lesosibirsk	2516726912698	Asia/Krasnoyarsk
CU	Corralillo	2223249633305	America/Havana
US	Gilbert	6762375585554	America/Phoenix
TR	Gaziantep	0700062036732	Europe/Istanbul
DE	Walsrode	1151568501665	Europe/Berlin
DE	Eppingen	7816177560208	Europe/Berlin
HN	Olanchito	6936552914110	America/Tegucigalpa
BR	Iturama	5303756980967	America/Sao_Paulo
IT	Portogruaro	2616009612915	Europe/Rome
IT	Portogruaro	9877411428157	Europe/Rome
MK	Bogovinje	3682230180072	Europe/Skopje
IN	Madhipura	2361635835718	Asia/Kolkata
US	Venice	2561512585457	America/New_York
IR	Aleshtar	1853490621588	Asia/Tehran
DE	Schleswig	6069568986199	Europe/Berlin
TZ	Usagara	4472686935604	Africa/Dar_es_Salaam
JP	Hita	2146647474045	Asia/Tokyo
XK	Glogovac	5927583792977	Europe/Belgrade
RU	Ozersk	3023569069117	Asia/Yekaterinburg
CL	Chiguayante	6335972045440	America/Santiago
ID	Cibinong	6217540174014	Asia/Jakarta
ID	Besuki	2016606740255	Asia/Jakarta
CD	Kasangulu	9543627537074	Africa/Kinshasa
US	Visitacion Valley	6988826753222	America/Los_Angeles
IT	Falconara Marittima	6263766629937	Europe/Rome
RU	Kashira	9888864250929	Europe/Moscow
EC	Cuenca	1275533182199	America/Guayaquil
US	Norwalk	4399603256911	America/New_York
BR	Soure	6565314620756	America/Belem
KG	Jalal-Abad	3582549487612	Asia/Bishkek
IT	Falconara Marittima	8656057464467	Europe/Rome
GB	High Wycombe	7555244507288	Europe/London
IR	Shahre Jadide Andisheh	2394512436722	Asia/Tehran
PH	Guyong	7212385791838	Asia/Manila
MM	Kyaikto	0117231266621	Asia/Yangon
AR	Tandil	3058256223794	America/Argentina/Buenos_Aires
IT	Gorgonzola	5598972406906	Europe/Rome
PH	La Trinidad	2674837413937	Asia/Manila
US	Evergreen Park	1960495162074	America/Chicago
US	Lakewood	8100811019825	America/New_York
US	Vestavia Hills	0036895319446	America/Chicago
IN	Gingee	7740429225174	Asia/Kolkata
IN	Osmanabad	8937127981078	Asia/Kolkata
GB	Arbroath	4479318107859	Europe/London
TR	Yakuplu	8780641571535	Europe/Istanbul
TR	Silvan	8963818229716	Europe/Istanbul
IN	Pune	0036146027434	Asia/Kolkata
IN	Gariadhar	1979814244438	Asia/Kolkata
JP	Nonoichi	9953882171959	Asia/Tokyo
DZ	Frenda	7959779621370	Africa/Algiers
AF	Sar-e Pul	4079566208331	Asia/Kabul
US	Pottstown	6375942472029	America/New_York
IT	Castelfranco Emilia	4913217778197	Europe/Rome
GN	Camayenne	3774219543869	Africa/Conakry
BE	Beveren	6565449616754	Europe/Brussels
US	Norco	8073593461307	America/Los_Angeles
AF	Sar-e Pul	2128364255589	Asia/Kabul
FR	Vienne	3765011464414	Europe/Paris
PH	Cebu City	0170867875964	Asia/Manila
RU	Beryozovsky	5376681454988	Asia/Yekaterinburg
TZ	Usagara	3515701251714	Africa/Dar_es_Salaam
NA	Okahandja	2719437958638	Africa/Windhoek
RU	Kashira	2673856439386	Europe/Moscow
ES	Cardedeu	9811365634158	Europe/Madrid
IN	Parola	5909446802856	Asia/Kolkata
US	Riverbank	6923517404403	America/Los_Angeles
GB	Selby	6966290853365	Europe/London
GB	Aberdeen	5144161388357	Europe/London
US	Lino Lakes	8867692354314	America/Chicago
MX	Tuxtla	6075328205486	America/Mexico_City
BR	Porto Velho	1631004321830	America/Porto_Velho
US	Jersey City	1198113569954	America/New_York
GH	Bibiani	7741594113648	Africa/Accra
BR	Alfenas	7678932967062	America/Sao_Paulo
PK	Kanganpur	3743917638757	Asia/Karachi
AM	Hrazdan	6580191068552	Asia/Yerevan
BR	Itacoatiara	4044659419758	America/Manaus
DE	Zeitz	0106003720683	Europe/Berlin
CN	Guli	3734039984662	Asia/Shanghai
TH	Damnoen Saduak	4332164146284	Asia/Bangkok
DE	Aschaffenburg	3906312776862	Europe/Berlin
GB	Chapletown	8328208556696	Europe/London
MX	San Lorenzo Acopilco	8864721365365	America/Mexico_City
ZA	Standerton	7831126453202	Africa/Johannesburg
PH	Dipolog	9427222861553	Asia/Manila
IN	Uran	3633722935731	Asia/Kolkata
RU	Novosilikatnyy	7550775216258	Asia/Barnaul
IN	Sirsi	3051376804980	Asia/Kolkata
US	Leland	8972248415927	America/New_York
IN	Udumalaippettai	8514228886084	Asia/Kolkata
CN	Heyuan	0239730939865	Asia/Shanghai
US	Porterville	8034139225647	America/Los_Angeles
TH	Yasothon	6233362934957	Asia/Bangkok
SE	Hudiksvall	3636646717384	Europe/Stockholm
IT	Afragola	7104777432446	Europe/Rome
US	Far Rockaway	0514259926979	America/New_York
IN	Davangere	6684310324588	Asia/Kolkata
BR	Artur Nogueira	1913790875132	America/Sao_Paulo
RU	Yeysk	2240525506832	Europe/Moscow
IN	Barbil	0419057548531	Asia/Kolkata
FR	Bar-le-Duc	0852128892544	Europe/Paris
SK	Hlohovec	0983197959484	Europe/Bratislava
JP	Fujioka	1671971867108	Asia/Tokyo
CU	Jaruco	5153703521381	America/Havana
BR	Santa Gertrudes	4651838953110	America/Sao_Paulo
US	Shreveport	0891070467721	America/Chicago
DE	Oschatz	4377028139774	Europe/Berlin
TZ	Nyangao	9388790506003	Africa/Dar_es_Salaam
RU	Yeysk	6507815326218	Europe/Moscow
IN	Betamcherla	6299381143053	Asia/Kolkata
US	New Canaan	5445058872042	America/New_York
US	Port Richmond	3851568999001	America/New_York
US	Massapequa	6084323035271	America/New_York
CA	Kelowna	5548208777928	America/Vancouver
NL	Barneveld	5835927564404	Europe/Amsterdam
US	New City	4133794180095	America/Chicago
GB	Lower Earley	4550470688124	Europe/London
MX	Acayucan	0406695658784	America/Mexico_City
US	Aloha	6709820688187	America/Los_Angeles
IR	Nowshahr	4452343293872	Asia/Tehran
US	Pahrump	7605613254661	America/Los_Angeles
ID	Simpang	0664808556642	Asia/Jakarta
CL	La Ligua	8728505211876	America/Santiago
US	Waterbury	2442589634616	America/New_York
SO	Kismayo	8913726790228	Africa/Mogadishu
SA	Al Jubayl	8517852523769	Asia/Riyadh
MK	Bogovinje	2045144352811	Europe/Skopje
RU	Lesosibirsk	8054749130070	Asia/Krasnoyarsk
DE	Siegburg	0658130771767	Europe/Berlin
RU	Dyat’kovo	4944384016232	Europe/Moscow
BR	Guapimirim	0383966987265	America/Sao_Paulo
US	Longview	0017335017399	America/Chicago
IL	Ganei Tikva	2036766325383	Asia/Jerusalem
KR	Hongseong	0198083053089	Asia/Seoul
DE	Neuburg an der Donau	8507232597923	Europe/Berlin
CN	Changshu City	7972118844568	Asia/Shanghai
DO	Santa Cruz de Barahona	5352000962563	America/Santo_Domingo
US	Lower West Side	3761950136795	America/Chicago
AU	Maryborough	5593437230188	Australia/Brisbane
DE	Finnentrop	6643093002878	Europe/Berlin
US	Columbia Heights	7232934715658	America/Chicago
IE	An Muileann gCearr	8388749278136	Europe/Dublin
GB	Arbroath	0503230235841	Europe/London
DE	Trossingen	3168878962695	Europe/Berlin
US	Malden	5854023821396	America/New_York
US	Greenfield	8183457456575	America/Indiana/Indianapolis
US	Porterville	4647903401570	America/Los_Angeles
US	Harrisburg	3287686526155	America/New_York
CO	Honda	2685506175445	America/Bogota
GB	Southsea	8642481550692	Europe/London
CN	Guli	3862101547191	Asia/Shanghai
IT	Villabate	6112305690573	Europe/Rome
ZA	Standerton	3472162770980	Africa/Johannesburg
GB	Cowes	3674200430416	Europe/London
RU	Alatyr’	6755414670779	Europe/Moscow
IT	Perugia	2935362936415	Europe/Rome
DJ	'Ali Sabieh	1823964527159	Africa/Djibouti
IN	Parola	3629309735818	Asia/Kolkata
CL	Chiguayante	0285620444780	America/Santiago
CF	Carnot	5343210518503	Africa/Bangui
FR	Valence	2719161324389	Europe/Paris
ID	Tebingtinggi	5203184706217	Asia/Jakarta
RU	Ozersk	0321122333808	Asia/Yekaterinburg
IT	Bisceglie	3369489673080	Europe/Rome
US	New Canaan	7500747784568	America/New_York
IN	Supaul	2807678303895	Asia/Kolkata
RU	Arzamas	6308666961869	Europe/Moscow
MG	Ambatondrazaka	3778938590081	Indian/Antananarivo
US	Rosedale	6502254048837	America/New_York
UA	Svatove	0297081488258	Europe/Zaporozhye
TR	Aksaray	4178030967603	Europe/Istanbul
US	Keizer	8699798078166	America/Los_Angeles
PH	Burgos	8063223727095	Asia/Manila
DE	Albstadt	6707360018556	Europe/Berlin
FR	Niort	8399805816636	Europe/Paris
AU	Nowra	2966388453136	Australia/Sydney
CG	Brazzaville	4295499565161	Africa/Brazzaville
HT	Thomazeau	5203348817841	America/Port-au-Prince
MA	Oulmes	6487725149438	Africa/Casablanca
BE	Wevelgem	9444588352228	Europe/Brussels
CF	Carnot	5709639141928	Africa/Bangui
RU	Tyoply Stan	3789750763720	Europe/Moscow
XK	Glogovac	5692618132140	Europe/Belgrade
CN	Xinzhou	1514031836198	Asia/Shanghai
DE	Rudolstadt	1883452710036	Europe/Berlin
MY	Donggongon	4240396410304	Asia/Kuching
CO	Madrid	9952665071004	America/Bogota
US	Woodlawn	9851796181524	America/New_York
ES	Las Gabias	5191784377732	Europe/Madrid
AM	Hrazdan	7644973016618	Asia/Yerevan
JP	Okegawa	6555229925817	Asia/Tokyo
MK	Bogovinje	0628307151029	Europe/Skopje
AF	Sar-e Pul	3568868006062	Asia/Kabul
CN	Ulanhot	9685290974791	Asia/Shanghai
GB	Belper	2637722446137	Europe/London
ES	Novelda	1497262915347	Europe/Madrid
AO	Luena	8883808198993	Africa/Luanda
ID	Sukabumi	5785679512638	Asia/Jakarta
MA	Jerada	8758028529073	Africa/Casablanca
US	Crystal Lake	4088300720022	America/Chicago
MG	Ambatondrazaka	4953348248374	Indian/Antananarivo
CA	Kelowna	2989030017876	America/Vancouver
RU	Oktyabr’skiy	9200585691223	Asia/Yekaterinburg
MX	Jocotepec	9565608587861	America/Mexico_City
IT	Agrigento	7960257906421	Europe/Rome
JP	Inawashiro	6499458391770	Asia/Tokyo
PK	Qadirpur Ran	6888685007576	Asia/Karachi
SK	Hlohovec	4097926390380	Europe/Bratislava
UY	Durazno	8619651694791	America/Montevideo
IT	Tortona	6990481140552	Europe/Rome
DE	Dahlem	5874573299957	Europe/Berlin
US	Toledo	2964819582684	America/New_York
XK	Glogovac	3090970164458	Europe/Belgrade
ID	Besuki	5044183524903	Asia/Jakarta
US	Carlsbad	4558986310492	America/Denver
IN	Gariadhar	7725201016089	Asia/Kolkata
US	Morningside Heights	2539927238169	America/New_York
CN	Guli	7747832956640	Asia/Shanghai
BR	Canavieiras	8536475467663	America/Bahia
ID	Kudus	4367876841264	Asia/Jakarta
BD	Manikchari	6941699671956	Asia/Dhaka
NG	Lagos	4629963753202	Africa/Lagos
FR	Bobigny	7423865311808	Europe/Paris
LK	Hendala	2709615216575	Asia/Colombo
CN	Laiwu	6763634839159	Asia/Shanghai
IN	Gajendragarh	3518915068383	Asia/Kolkata
EC	Cuenca	8807509011979	America/Guayaquil
NL	Tongelre	5613465335065	Europe/Amsterdam
PK	Sillanwali	8288694409954	Asia/Karachi
HR	Split	6992483083400	Europe/Zagreb
US	Odessa	3594683799100	America/Chicago
IT	Ventimiglia	0800301237439	Europe/Rome
CA	Vernon	0278521925489	America/Vancouver
DE	Dahlem	0743314248330	Europe/Berlin
RU	Beryozovsky	0150359795833	Asia/Yekaterinburg
US	Morningside Heights	5849480901507	America/New_York
DE	Eppingen	6193130627316	Europe/Berlin
RU	Kovylkino	1366985290102	Europe/Moscow
DE	Burscheid	3584060534523	Europe/Berlin
RU	Ozersk	3108729509242	Asia/Yekaterinburg
RU	Nizhniy Lomov	8773552171420	Europe/Moscow
IT	Tortona	6499243526233	Europe/Rome
DE	Radevormwald	0129452528235	Europe/Berlin
